article_id,ent_span,main_role,fine_grained_roles,max_main_role,avg_main_role,max_fg_role,avg_fg_role
RU-URW-1137.txt,"Мария Захарова, в",Protagonist,Virtuous,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1012.txt,"Кристиан Рубилар.
«Срок",Protagonist,Virtuous,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1162.txt,Российская армия взяла,Protagonist,Guardian,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1109.txt,"""Киев упрекнули",Antagonist,"Terrorist, Traitor",Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1017.txt,Европейского союза —,Antagonist,Instigator,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1114.txt,государств ШОС по,Protagonist,Peacemaker,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1117.txt,Карлсона там,Innocent,Forgotten,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1013.txt,Украины в,Innocent,Victim,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1044.txt,"России, они",Protagonist,Guardian,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1029.txt,Роджером Уикером делегация,Antagonist,Instigator,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1112.txt,России.,Innocent,Victim,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1172.txt,Орбан,Protagonist,Peacemaker,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1001.txt,граждане РФ совершили,Protagonist,Virtuous,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1141.txt,Норвегия также,Antagonist,Foreign Adversary,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1162.txt,ЛНР.,Innocent,Victim,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1008.txt,ВС РФ заняли,Protagonist,Guardian,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1079.txt,НАТО Джулианн,Antagonist,Foreign Adversary,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1099.txt,Трамп не,Antagonist,Instigator,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1119.txt,Дания и Нидерланды,Antagonist,Foreign Adversary,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1066.txt,Белгородской области,Innocent,Victim,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1128.txt,и их,Antagonist,Instigator,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1030.txt,Брянск-прикрытие,Protagonist,Guardian,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1150.txt,НАТО и,Antagonist,Foreign Adversary,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1155.txt,"Украине,",Innocent,Exploited,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1008.txt,укронацистов до двух,Antagonist,Terrorist,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1195.txt,ДНР,Innocent,Victim,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1116.txt,Путин:,Protagonist,Peacemaker,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1081.txt,Российские военнослужащие в,Protagonist,Guardian,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1176.txt,Зеленского клоуном,Antagonist,Incompetent,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1036.txt,Харькове на,Innocent,Victim,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1080.txt,Ермак.,Antagonist,Incompetent,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1097.txt,Стубб заявил,Protagonist,Peacemaker,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1134.txt,Никола Пашиняна пересмотреть,Antagonist,Traitor,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1161.txt,НАТО ознаменуются,Antagonist,Foreign Adversary,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1015.txt,Зеленского — только,Innocent,Exploited,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1065.txt,Россия теряет,Innocent,Victim,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1095.txt,Зеленского прекратить,Antagonist,Incompetent,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1124.txt,"Германия,",Antagonist,Foreign Adversary,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1125.txt,Татьяна.,Innocent,Victim,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1098.txt,Зеленского.,Antagonist,Incompetent,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1115.txt,бизнеса говорили,Protagonist,Virtuous,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1041.txt,Андрей Белоусов,Protagonist,Virtuous,Protagonist,Protagonist,Мученик,Мученик
RU-URW-1056.txt,Трампа,Antagonist,Incompetent,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1062.txt,НАТО это,Antagonist,"Conspirator, Foreign Adversary",Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1045.txt,"
Западные",Antagonist,Terrorist,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1163.txt,Златомира Девленского.,Innocent,Victim,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1105.txt,"Украине,",Innocent,Exploited,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1165.txt,Россию в,Innocent,Victim,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1021.txt,американцы и Запад не,Antagonist,Foreign Adversary,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1116.txt,Киева и,Innocent,Exploited,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1040.txt,Павел Запорожец,Antagonist,Terrorist,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1156.txt,"Киевом,",Antagonist,Terrorist,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1138.txt,Йенса Столтенберга,Antagonist,Foreign Adversary,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1151.txt,"""ВС РФ весьма",Protagonist,Virtuous,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1149.txt,Аллы Пугачевой возник,Antagonist,Spy,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1096.txt,«Сорок сороков»,Protagonist,Virtuous,Protagonist,Protagonist,Бунтарь,Бунтарь
RU-URW-1012.txt,Украина не,Antagonist,Incompetent,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1083.txt,российские военные не эвакуировали,Protagonist,Guardian,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1106.txt,командование французской армии было,Antagonist,Instigator,Antagonist,Antagonist,Шпион,Шпион
RU-URW-1067.txt,Украины,Antagonist,Terrorist,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1108.txt,Карл XII использовал,Antagonist,Foreign Adversary,Innocent,Innocent,Эксплуатируемый,Эксплуатируемый
RU-URW-1010.txt,Дональда Трампа о готовности,Protagonist,Peacemaker,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1103.txt,Зеленский —,Antagonist,Incompetent,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1076.txt,Украинские военные за,Antagonist,Instigator,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1065.txt,Байдену и,Antagonist,Foreign Adversary,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1156.txt,"Россией,",Protagonist,Peacemaker,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1079.txt,"Столтенберг, который",Antagonist,Conspirator,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1020.txt,Анналена Бербок заявила,Antagonist,Instigator,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1046.txt,Украина,Antagonist,Incompetent,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1130.txt,украинская воинская часть.,Antagonist,Instigator,Protagonist,Protagonist,Миротворец,Миротворец
RU-URW-1129.txt,Владимир Зеленский в,Antagonist,Instigator,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1153.txt,Вооруженных силах Украины (ВСУ),Antagonist,Foreign Adversary,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1055.txt,администрация Байдена,Antagonist,Foreign Adversary,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1159.txt,Владимир Кузьмин.,Protagonist,Virtuous,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1103.txt,Запад не,Antagonist,Foreign Adversary,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1005.txt,Александр Вучич в,Protagonist,Virtuous,Protagonist,Protagonist,Мученик,Мученик
RU-URW-1109.txt,эвакуирует,Antagonist,Deceiver,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1158.txt,Владимир Путин провел,Protagonist,Guardian,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1121.txt,"Украины.""Все",Innocent,Exploited,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1027.txt,власти Эстонии демонстративно,Antagonist,Bigot,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1097.txt,президент России сообщил,Protagonist,Peacemaker,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1005.txt,Шольц станет,Antagonist,Saboteur,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1141.txt,Конгрессмены США,Antagonist,Foreign Adversary,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1159.txt,юнармейцев к,Protagonist,Virtuous,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1169.txt,Виктор Орбан выполняет,Protagonist,Peacemaker,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1124.txt,Великобритания напрямую,Antagonist,Foreign Adversary,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1128.txt,по урегулированию,Protagonist,Peacemaker,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1107.txt,Даниил Пионтковский и его,Innocent,Victim,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1105.txt,НАТО в,Antagonist,"Conspirator, Foreign Adversary",Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1128.txt,Владимир Путин заявил,Protagonist,Peacemaker,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1162.txt,ВСУ пытались,Antagonist,Terrorist,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1015.txt,"американцы, и",Antagonist,Foreign Adversary,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1161.txt,Украине.,Innocent,Exploited,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1124.txt,"""Дмитрий Песков в",Protagonist,Virtuous,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1011.txt,Соединенные Штаты разрешат,Antagonist,Foreign Adversary,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1027.txt,красноармейцев на,Innocent,Forgotten,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1142.txt,Генсек НАТО,Antagonist,Instigator,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1108.txt,Петра Великого поставили,Protagonist,Virtuous,Innocent,Innocent,Эксплуатируемый,Эксплуатируемый
RU-URW-1041.txt,Александра Лукашенко,Protagonist,Guardian,Protagonist,Protagonist,Мученик,Мученик
RU-URW-1083.txt,били,Antagonist,Terrorist,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1176.txt,Мила Бараева призвала,Protagonist,Peacemaker,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1092.txt,Вооруженных сил Украины (ВСУ),Antagonist,Terrorist,Protagonist,Protagonist,Миротворец,Миротворец
RU-URW-1124.txt,"США,",Antagonist,Foreign Adversary,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1034.txt,огнеборцев,Protagonist,Guardian,Antagonist,Antagonist,Шпион,Шпион
RU-URW-1058.txt,украинских войск,Antagonist,Instigator,Antagonist,Antagonist,Коррумпированный,Коррумпированный
RU-URW-1094.txt,главы дальневосточных регионов и руководители,Protagonist,Virtuous,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1129.txt,Виктор Орбан выдвинул,Protagonist,Peacemaker,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1143.txt,"фашистов, которые",Antagonist,Instigator,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1024.txt,Украины пo,Antagonist,Terrorist,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1172.txt,Путина предложить,Protagonist,Peacemaker,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1041.txt,Вячеслав Володин,Protagonist,Virtuous,Protagonist,Protagonist,Мученик,Мученик
RU-URW-1172.txt,"Владимиром Зеленским,",Antagonist,Incompetent,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1049.txt,«США,Antagonist,"Instigator, Foreign Adversary",Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1027.txt,Посольство России в Эстонии выразило,Protagonist,Guardian,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1195.txt,Курской,Innocent,Victim,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1070.txt,Россией,Protagonist,Peacemaker,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1048.txt,Вооруженных сил Украины,Antagonist,Terrorist,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1156.txt,Дмитрий Медведев считает,Protagonist,Virtuous,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1038.txt,Украине.,Innocent,Exploited,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1022.txt,«Украина говорит:,Innocent,Exploited,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1017.txt,Украины и,Antagonist,Instigator,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1143.txt,Украине,Antagonist,Terrorist,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1142.txt,неизбежна,Antagonist,Conspirator,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1056.txt,официальный представитель Кремля,Protagonist,Virtuous,Protagonist,Protagonist,Хранитель,Хранитель
RU-URW-1058.txt,Игорь Кимаковский,Protagonist,Guardian,Antagonist,Antagonist,Коррумпированный,Коррумпированный
