ARTICLE_ID,ENTITY,GIVEN_MAIN_ROLE,GIVEN_SUB_ROLES,PRED_M,PRED_S,CONTEXT
EN_UA_016012.txt,Zinchenko,Protagonist,['Martyr'],protagonist,Exploited,"ARSENAL star Oleksandr Zinchenko has recalled the harrowing moment Russia began the invasion of ARSENAL star Oleksandr Zinchenko home country Ukraine . Now , nearly 18 months on from the beginning of the conflict , Zinchenko has spoken about ARSENAL star Oleksandr Zinchenko memories of how the conflict , Zinchenko started . Speaking on Piers Morgan Uncensored , ARSENAL star Oleksandr Zinchenko said : My wife suddenly woke me up . And My wife said , the conflict , Zinchenko started . ARSENAL star Oleksandr Zinchenko said What started ? ARSENAL star Oleksandr Zinchenko said Whats started , whats wrong ? And ARSENAL star Oleksandr Zinchenko would for sure , after [ my ] football career , I will be living in Ukraine , that for sure . ARSENAL star Oleksandr Zinchenko was there one week ago and as soon as I passed the border the border just my homeland , my place . Arsenal man Zinchenko also stated ARSENAL star Oleksandr Zinchenko would fight for his country on the front line much like fellow sports stars Wladimir Klitschko , Oleksandr Usyk and Vasyl Lomachenko . ARSENAL star Oleksandr Zinchenko said : There will be a time everyone will be there . Of course [ ARSENAL star Oleksandr Zinchenko would fight ] . But at the same time ARSENAL star Oleksandr Zinchenko am thinking I am much more helpful from here at the moment . Im not seeing ARSENAL star Oleksandr Zinchenko hiding somewhere ."
EN_UA_DEV_26.txt,Khrushchev,Protagonist,['Peacemaker'],protagonist,Rebel,"Khrushchev was pointing out the hypocrisy of the U.S. position , a position that American interventionists today simply can not recognize , owing to American interventionists today blind allegiance to the U.S. national security establishment . But thats precisely how the Soviets felt as well , which is what Khrushchev was expressing in Khrushchev letter to Kennedy . Khrushchev was essentially saying , Hey , you do nt like our missiles in Cuba because they are so close to you country . Thats how President Kennedy and Khrushchev were able to strike a deal , one that infuriated the U.S. national security establishment as well as American interventionists ."
EN_UA_300108.txt,Alexei Navalny,Innocent,['Victim'],antagonist,Victim,"Notable victims include Alexei Navalny , Putins vocal opposition politician currently serving a 30 year jail term , and the 2018 poisoning of former Russian spy Sergei Skripal and his daughter Yulia in London ."
EN_UA_300010.txt,Marjorie Taylor Greene,Protagonist,['Guardian'],protagonist,Victim,"Rep. Marjorie Taylor Greene ( R GA ) sent shockwaves through D.C. this week after Rep. Marjorie Taylor Greene vowed to issue subpoenas to Hunter Bidens child sex victims , so that they can testify in front of Congress . Especially when it involves we national security , Rep. Marjorie Taylor Greene ( R Ga. ) told the NY Post ."
EN_UA_300142.txt,Oleg Deripaska,Antagonist,['Corrupt'],antagonist,Foreign Adversary,"According to testimony before Judge Jennifer H. Rearden , Mr. McGonigal committed FBI counterintelligence official violation of the IEEPA during the spring and fall of 2021 , when he accepted over $ 17,000 to assist Russian energy mogul Oleg Deripaska by gathering negative information about one of Deripaskas competitors . After FBI counterintelligence official tenure as a high level FBI official who supervised and participated in investigations of Russian oligarchs , Charles McGonigal has now admitted that he agreed to evade U.S. sanctions by providing services to one of those oligarchs , Oleg Deripaska , U.S. Attorney Damian Williams said , according to the press release ."
EN_CC_200343.txt,Biden,Antagonist,['Deceiver'],antagonist,Deceiver,"For instance , the Biden administration does nt promote toxic green energy or target gas stoves and gas powered vehicles to save the planet ."
EN_UA_021270.txt,Zelensky,Antagonist,['Incompetent'],protagonist,Exploited,"In surprisingly blunt words , a top aide to Ukrainian President Volodymyr Zelensky has warned that the coming year will essentially decide the fate of Ukraine and Ukraine war with Russia . Yermak sought to assure the audience that Zelensky has a clear plan forward even as Western media has by and large soured on Kiev prospects for success . Much of this is about Zelensky sending envoys to do damage control in Washington at a moment the US administration focus is off Ukraine and on Gaza events instead . Without doubt , the Zelensky admin is in damage control after eyebrow raising comments were issued to The Economist early this month by Ukraine top commander , who admitted there will be no breakthrough and the battlefield situation is in a stalemate . So now Zelensky appears to be dispatching Ukrainian President Volodymyr Zelensky envoys to calm Washington jitters over all the bad news of late out of Ukraine . He further emphasized Zelensky continued rejection of ceasefire talks with Russia , unless it purely on Kiev terms ."
EN_UA_300022.txt,Janet Yellen,Antagonist,"['Incompetent', 'Deceiver']",antagonist,Conspirator,Treasury Secretary Janet Yellen does not live in reality . Treasury Secretary Janet Yellen is not a trusted source of information but rather a Deep State puppet who pushes propaganda unsuccessfully .
EN_UA_021263.txt,Hamas,Antagonist,['Terrorist'],antagonist,Terrorist,"Sen. John Fetterman ( D Pa. ) draped Sen. John Fetterman in an Israel flag as he joined the nearly 300,000 people gathered on the National Mall in Washington , DC , Tuesday in support of the Jewish state as it wages war against Hamas terrorists . Fetterman has been unequivocal in Sen. John Fetterman staunch support of Israel since Hamas Oct. 7 terrorist attack despite facing some left wing backlash over his stance . In Sen. John Fetterman office , the senator also displays the posters of the innocent Israelis kidnapped by Hamas terrorists during their deadly raid which also killed 1,200 people . Hamas terrorists will stay up until every single person is safely returned home , Fetterman noted in a video posted on X. Fetterman has also argued against a cease fire in the conflict , which has reportedly angered some of Sen. John Fetterman supporters and former staffers . We must support Israel in efforts to eliminate the Hamas terrorists who slaughtered innocent men , women , and children , the former lieutenant governor of Pennsylvania said in anOct . 18 post on X. Hamas does not want peace , innocent men , women , and children , the former lieutenant governor of Pennsylvania want to destroy Israel . We can talk about a ceasefire after Hamas is neutralized ."
EN_CC_200097.txt,Climate Emergency Fund,Antagonist,['Conspirator'],protagonist,Rebel,"Many of these activist hubs are being bankrolled by Climate Emergency Fund , a Beverly Hills based charity linked to Hollywood celebrities and top liberal nonprofit organizations aiming to shape the Democratic Partys agenda , according to tax forms and other documents reviewed by the Washington Examiner . Climate Emergency Fund has quickly become the ATM that radical environmental activists turn to fund the ATM that radical environmental activists turn to fund their latest disruptions , Caitlin Sutherland , executive director of the conservative watchdog Americans for Public Trust , told the Washington Examiner latest disruptions , Caitlin Sutherland , executive director of the conservative watchdog Americans for Public Trust , told the Washington Examiner . And as the ATM that radical environmental activists turn to fund their latest disruptions , Caitlin Sutherland , executive director of the conservative watchdog Americans for Public Trust , told the Washington Examiner destruction increases , so should the scrutiny on who is bankrolling the Climate Emergency Fund and their ties to more mainstream environmental groups that might disagree with these over the top and dangerous tactics ."
EN_CC_200097.txt,Aileen Getty,Antagonist,['Conspirator'],protagonist,Virtuous,"… And , unlike the typical run of the mill charity , CEF boasts a star studded cohort of financial backers and board members , including Rory Kennedy , daughter of the late senator Robert F. Kennedy , Aileen Getty , the billionaire philanthropist and heiress of the Getty family fortune earned in the petroleum industry , and even Hollywoods Adam McKay , who pledged it $ 4 million in September 2022 and directed the 2021 climate allegory film Do nt Look Up ."
EN_UA_300133.txt,Vladimir Putin,Antagonist,['Instigator'],antagonist,Foreign Adversary,"In August 2022 , when these alleged contracts were signed , the Ukraine crisis was very much a part of the political discourse in Pakistan , particularly in the wake of the cricketer turned politician Khans visit to Russia on February 24 , when Russian President Vladimir Putin ordered an invasion of Ukraine ."
EN_CC_100050.txt,United Nations,Antagonist,['Tyrant'],antagonist,Tyrant,"from Liberty Sentinel : Tyrants at the United Nations are eager to wage war on farmers by trying to ban meat and , through live animal stem cells , manufacture lab grown meat , explains Debbie Bacigalupi , a cattle rancher in Northern California ."
EN_UA_022016.txt,Kyiv,Protagonist,['Underdog'],protagonist,Foreign Adversary,"First of all , Kyiv needs to be provided with long range missiles . This was the call to the West made by Estonian Prime Minister Kaja Kallas in an interview with The Kyiv Independent published on Sunday , January 14 . The head of the Estonian government reminded that Tallinn had officially decided to provide Kyiv with annual aid of 0.25 % of Tallinn GDP over the next 4 years . The partners should provide Kyiv with all the military equipment The partners have , said the Estonian prime minister ."
EN_UA_300139.txt,Vladimir Zelensky,Antagonist,"['Incompetent', 'Corrupt']",protagonist,Corrupt,"This situation , however , has deteriorated even further since Vladimir Zelensky came to power ."
EN_CC_200227.txt,Guardian,Protagonist,['Rebel'],antagonist,Guardian,The failure of the event can really be determined by how media were mismanaged from the beginning when the early signs were there back in January when the Guardian launched the Guardian first attack against Mr Al Jaber questioning his credentials .
EN_CC_100003.txt,Fonda,Antagonist,['Incompetent'],protagonist,Incompetent,"Actress Jane Fondas latest performance as a climate change activist drew a slew of criticism as Actress Jane Fondas protested the Alberta oil sands in the Canadian province . Fonda was castigated by locals , ambushed by a social media reporter and criticized by a left leaning provincial premier . On Wednesday , at an Edmonton , Alberta news conference , Actress Jane Fondas condemned a fellow progressive , Canadian Prime Minister Justin Trudeau , saying that people shouldnt be fooled by good looking Liberals , and accused him of betraying the Paris climate agreement . Fonda claimed that , like President Barack Obama , Actress Jane Fondas first impression of Trudeau was one of admiration : When I heard that your prime minister , the shining hope at the … Paris climate talks , who talked so beautifully about needing to meet the requirements of the climate treaty , and respect and hold to the treaties with the Indigenous people , and so forth — such a heroic stance him took there , Fonda said . Actress Jane Fondas guess the lesson is we shouldnt be fooled by good looking liberals , no matter how well spoken good looking liberals are . Actress Jane Fondas called Fonda tone deaf and ill informed . Fonda received an invitation from the Alberta government to discuss the oil sands but Actress Jane Fondas refused . Actress Jane Fondas would suggest if someone was going to come to Alberta … [ and ] fly over a city that is going through a significant economic downturn , thats just been through the largest natural disaster in the history of Canada , and then lecture them about where them should get jobs elsewhere , first of all , thats super tone deaf , Notley said . On the first day of Actress Jane Fondas oil sands protest , as she strolled through nearby Fort McMurray , Fonda was ambushed by social media reporter Robbie Picard . Picard , who hosts the Facebook group OilSands Strong , peppered Fonda with questions about the oil sands , asking Actress Jane Fondas if she was aware of how many First Nations businesses have invested money in the project . Fonda did not address any of the questions but insisted , Im on your side ."
EN_CC_200254.txt,Biden,Antagonist,['Deceiver'],protagonist,Exploited,"Even though most dishwashers available on the market already meet or exceed the current federal standards , the proposed rules have left some questioning why the Biden administration is focusing on such regulations rather than other priorities . Dishwashers are not the only appliances Bidens DOE has set Bidens DOE sights on , however , as the regulator is also considering crackdowns on washers , dryers and refrigerators that manufacturers say could reduce performance , Fox Business noted further . Members of the regime have been clear : The rule changes pertain to Bidens climate agenda . Collectively these energy efficiency actions … support President Bidens ambitious clean energy agenda to combat the climate crisis , the DOE wrote earlier this year . The think tanks proposal led President Donald Trumps administration to approve a new class of dishwashers that clean dishes in one hour , though Bidens team repealed the pro consumer regulatory agenda of President Donald Trumps predecessor ."
EN_UA_010091.txt,Kremlin,Antagonist,['Instigator'],antagonist,Exploited,"The Kremlin has decided to weaponize food , driving up hunger , poverty and instability . Europe , Michel said , is working to help Ukraine , a big food exporter before the war , increase The Kremlin shipments , and is also trying to address disruptions in fertilizer supplies and rising prices ."
EN_UA_300090.txt,NATO,Antagonist,['Deceiver'],antagonist,Corrupt,"As always , NATO and Ukraine did not keep the West and Ukraine promises . The Russian forces obliterated a batch of 25,000 155 mm NATO shells in the port of Odessa ."
EN_UA_001032.txt,Boris Johnson,Protagonist,['Guardian'],antagonist,Foreign Adversary,Joe Biden and Boris Johnson condemned the move as an invasion and slapped sanctions on Russian banks and Putin billionaire cronies .
EN_CC_100014.txt,Bill Gates,Antagonist,['Conspirator'],antagonist,Conspirator,"Is this another attempt to cripple the entire food supply , including meat and eggs , so everyone will run to the grocery stores and buy genetically mutated , lab concocted Franken meat that Bill Gates funds ?"
EN_UA_300010.txt,Hunter Biden,Antagonist,['Corrupt'],protagonist,Corrupt,"Rep. Marjorie Taylor Greene ( R GA ) sent shockwaves through D.C. this week after Rep. Marjorie Taylor Greene vowed to issue subpoenas to Hunter Bidens child sex victims , so that they can testify in front of Congress . There was an entire stack of papers and it was each transaction , each person , each LLC , Hunter Bidens law firm , Hunter Biden himself , and multiple Biden family members — then Hunter Bidens was all these prostitutes . And you can go through and Hunter Bidens gives all the prostitutes names , addresses , birthdates , telephone numbers , their passports , Greene added . … We need to find out where all these prostitutes were with Hunter Biden ."
EN_CC_200097.txt,Rory Kennedy,Antagonist,['Conspirator'],protagonist,Virtuous,"… And , unlike the typical run of the mill charity , CEF boasts a star studded cohort of financial backers and board members , including Rory Kennedy , daughter of the late senator Robert F. Kennedy , Aileen Getty , the billionaire philanthropist and heiress of the Getty family fortune earned in the petroleum industry , and even Hollywoods Adam McKay , who pledged it $ 4 million in September 2022 and directed the 2021 climate allegory film Do nt Look Up ."
EN_UA_027879.txt,West,Antagonist,['Conspirator'],antagonist,Exploited,"Russian President Vladimir Putin is in Vietnam , where Russian President Vladimir Putin signed at least a dozen energy and trade deals with the country President To Lam , on his tour to shore up ties in Asia in an effort to offset the West drive to isolate Moscow . Putin predicted at a moment things are going very badly for Ukrainian forces , and at a rare time Western media seems to be turning on Zelensky , that the Ukrainian leader will soon be replaced over Russian President Vladimir Putin poor and unpopular decision making . In the West , Washington simply do not want to replace Russian President Vladimir Putin [ Zelenskyy ] , the time is not right . Putin could be at least in part seizing on the obvious increased negative coverage of the Zelensky government in major Western media outlets , from the BBC to NY Times to Wall Street Journal ."
EN_UA_004209.txt,Vladimir Putin,Protagonist,['Guardian'],antagonist,Foreign Adversary,Vladimir Putin warned the president of Finland Saturday that any effort to join NATO would negatively affect relations between the two countries .
EN_CC_200245.txt,Gore,Antagonist,['Corrupt'],protagonist,Corrupt,"I think hes right behind Joe Biden , and hes pushed this narrative along with these money grabbers like Clinton and Gore and all the Democrats ."
EN_UA_010909.txt,John Kerry,Antagonist,['Instigator'],antagonist,Conspirator,"It is worth recalling that immediately after the MH17 plane crash on July 17 2014 , prior to the conduct of a preliminary investigation , Secretary of State John Kerry and US Ambassador to the UN Samantha Power pointed Secretary of State John Kerry and US Ambassador to the UN Samantha Power finger at Moscow without a shred of evidence ."
EN_UA_017831.txt,Mike Pence,Antagonist,['Traitor'],protagonist,Exploited,"Former Vice President Mike Pence fired back on social media after an out of context video clip of Former Vice President Mike Pence suggesting hes more interested in the war in Ukraine than issues plaguing cities across the US went viral on Friday . In the video , former Fox News host Tucker Carlson questions the 2024 Republican presidential candidate about where Former Vice President Mike Pence priorities lie after Pence criticizes the length of time Former Vice President Mike Pence has taken the Biden administration to provide Ukraine with weapons to fend off Russias invasion of the former Soviet state . To which Pence responds , Former Vice President Mike Pence not I concern . Several conservatives on social media seized on the clip , including Turning Point USA founder Charlie Kirk , who shared a snippet of the exchange on Twitter and wrote , Tucker Carlson just brutalized Mike Pence for prioritizing Ukraine despite a litany of social ills afflicting America . Heres the full clip of my remarks if youre interested , Pence wrote in Former Vice President Mike Pence tweet . In the extended clip , Pence continues Former Vice President Mike Pence response to Carlson by saying , Anybody that says that we cant be the leader of the free world and solve we problems at home has a pretty small view of the greatest nation on Earth ."
EN_UA_103861.txt,Donald Trump,Protagonist,"['Peacemaker', 'Guardian']",antagonist,Exploited,"As the world deals with multiple international wars and unprecedented chaos in the Middle East , it is useful to remember what was happening when Donald Trump was our President ."
EN_CC_200058.txt,Donald Zepeda,Protagonist,['Rebel'],protagonist,Saboteur,"The perpetrators , identified as Donald Zepeda , 35 , and Jackson Green , 27 , both residents of Washington , D.C. , dumped red powder on the case housing the U.S. Constitution , prompting an early closure of the premises to the public ."
EN_UA_DEV_216.txt,EU,Antagonist,['Incompetent'],antagonist,Victim,"The single or biggest loser of the Russia Ukraine conflicts which triggered EU sanctions against Russia is Europe and the U.S. is the winner of the conflicts , said Hungarian Prime Minister Viktor Orban , reiterating Hungarian Prime Minister Viktor Orban stand in an interview with Hungarian television on Friday . Hungarian Prime Minister Viktor Orban pointed out that the EU is not brave enough to admit that its sanctions policy is wrong , and Hungary is not capable enough to change the position of other larger countries , so sanctions against Russia , though ineffective , are likely to remain in place ."
EN_UA_027676.txt,Putin,Antagonist,['Instigator'],antagonist,Foreign Adversary,"It comes as the head of Kyiv national security council said Putin could demand a tactical nuclear weapon be used if Russia army is beaten in Ukraine . It comes as Ukrainian president Volodymyr Zelensky yesterday accused Russia of not wanting peace , after Putin said Jens Stoltenberg , the 13th secretary general of Nato would only accept a ceasefire if Ukraine agreed to halt its NATO ascension plans . The conference saw the vast majority of the 90 nations who attended sign a communique in support of Ukraine sovereignty , and also called for Putin to return children stolen during the invasion ."
EN_UA_026142.txt,Sunak,Antagonist,['Instigator'],antagonist,Corrupt,"One might consider that the imperialist leaders — Biden , Sunak , Macron and Scholz — are criminally insane as they drag the planet towards nuclear conflagration ."
EN_UA_026142.txt,Zelensky,Antagonist,['Tyrant'],antagonist,Terrorist,Our comrade Bogdan Syrotiuk of the Young Guard of Bolshevik Leninists has been detained by the fascistic Zelensky government in Ukraine earlier this month on false accusations of being a Russian agent .
EN_UA_013727.txt,Vladimir Putin,Antagonist,['Tyrant'],antagonist,Exploited,"While many people draw parallels between Hitler and Russian leader Vladimir Putin , there is one very clear difference : Putin has nukes ."
EN_UA_300005.txt,Meloni,Antagonist,"['Incompetent', 'Traitor']",protagonist,Rebel,"Meloni betrays Orbán ? Italian press reports she rejected Hungarys Fidesz party joining the ECR group in the EU parliament A report from Italy claims that Italian Prime Minister Giorgia Meloni has rejected Hungarian Prime Minister Viktor Orbáns efforts to join the European Conservatives and Reformists ( ECR ) group in the European Parliament . Meloni is currently serving as leader of the group , which is made up of a wide range of conservative and center right parties across Europe . However , according to Italian press outlet Corriere della Sera , Meloni sees more disadvantages than advantages to Orbán joining the group . He remains opposed to sending weapons to Ukraine and is calling for an immediate ceasefire ; in contrast , Meloni is pushing for more weapons and continued war against Russia , which has made Meloni somewhat of a darling of the Brussels elite , who see Meloni as someone they can work with , including on the issue of migration . Meloni herself has taken a notable U turn on the issue of migration , calling for more legal migration to Italy and overseeing a huge increase in illegal migration under Meloni rule . Meloni is looking to grow the ECR from the sixth largest grouping in the EU parliament to the third largest . The stance of other parties may have also played a role in Melonis decision to exclude Orbán from the group . It is unclear how Orbán and Orbán Fidesz party will react to Melonis rejection ."
EN_CC_200221.txt,Larry Summers,Antagonist,['Conspirator'],protagonist,Conspirator,"and that after the end of the USSR this all somehow resulted in the ( typical ) looting Russia on a massive scale with the help of Al Gores buddy Larry Summers , USAID and Andrei Shleifer who orchestrated the oligarchic network in Russia that was later removed and exiled by Putin ."
EN_CC_100012.txt,Biden,Antagonist,"['Corrupt', 'Traitor']",antagonist,Corrupt,"you are simply not allowed to talk about the human tragedy of Biden and Harris open border , even though Biden is on record laying out Biden great replacement vision in 2015 in plain English for everybody to understand . Biden is a compromised puppet politician who has been shamelessly selling out America to the globalists for decades . Now that Biden has been sacrificed by the global elite in favor of Kamala Harris and appears to have been replaced by a body double who is approximately eight inches taller than the last version , it is worth pointing out that the elite think we are incredibly stupid ."
EN_UA_300139.txt,Ruslan Stefanchuk,Antagonist,['Corrupt'],protagonist,Conspirator,"An alleged member of the Ukrainian Presidential Cabinet , on condition of anonymity , reported to investigators that the organizer of the Ukrainian human trafficking network is Ruslan Stefanchuk , current chairman of the Verkhovna Rada ."
EN_CC_200116.txt,Pierre Poilievre,Protagonist,['Guardian'],antagonist,Rebel,"Today , the conservative leader Pierre Poilievre delivered blistering speech against the Prime Ministers misguided Ukrainian priorities in the context of an accelerating social crisis . Justin Trudeau and Pierre Poilievre trade barbs over Canada support for Ukraine and the carbon tax during a feisty exchange in the House of Commons ."
EN_UA_003579.txt,IMF,Protagonist,['Peacemaker'],protagonist,Instigator,"It is critical to quickly provide support for food insecure countries in a coordinated manner , the heads of the IMF , World Bank , World Trade Organization and UN World Food Program said in a joint statement . IMF chief Kristalina Georgieva , World Bank President David Malpass , WTO head Ngozi Okonjo Iweala and WFP director David Beasley issued the statement before next week meeting of the IMF and World Bank ."
EN_CC_100003.txt,Justin Trudeau,Antagonist,['Traitor'],antagonist,Saboteur,"On Wednesday , at an Edmonton , Alberta news conference , Actress Jane Fondas condemned a fellow progressive , Canadian Prime Minister Justin Trudeau , saying that people shouldnt be fooled by good looking Liberals , and accused him of betraying the Paris climate agreement ."
EN_UA_022339.txt,Zelensky,Antagonist,['Traitor'],antagonist,Conspirator,"Zelensky while there in Switzerland pressed Ukraine case for the need to achieve air superiority . Putin further addressed Zelensky efforts to gather world leaders for a peace summit hosted by Switzerland , to consider Kiev 10 point peace plan , which it should be noted rejects the possibility of territorial concessions . the Russian leader explained that earlier in the conflict , the two sides were close to serious negotiations that could have led to peace , but that ultimately Zelensky allowed himself to be the puppet of Western powers ."
EN_CC_100047.txt,John Kerry,Antagonist,['Deceiver'],protagonist,Exploited,"This is the optics of climate politics , especially when the climate envoy John Kerry takes a flight like this ."
EN_UA_014014.txt,Lula,Protagonist,['Rebel'],protagonist,Instigator,"Beijing : Brazilian President Luiz Inacio Lula da Silva has called for the BRICS nations to give up US dollar and come up with their own alternative currency to settle cross border trade . During his first state visit to China since taking office in January , Lula also lashed out the International Monetary Fund ( IMF ) and criticised the outsize role of the greenback in global trade . Every night I ask I why all countries have to base all countries trade on the dollar , Lula added . … Today , countries have to chase after dollars to export , when countries could be exporting in countries own currencies , Lula said . Hitting out at the IMF , Lula alluded to accusations the global lenders overly harsh spending cuts on cash strapped countries like Brazils neighbour Argentina in exchange for bailout loans ."
EN_UA_026142.txt,Julian Assange,Protagonist,['Martyr'],antagonist,Foreign Adversary,"War is being accompanied by savage repression against any opposition as the terrible , continued persecution of Julian Assange for exposing the crimes of US imperialism graphically demonstrates ."
EN_CC_100095.txt,Greta Thunberg,Antagonist,['Deceiver'],antagonist,Conspirator,"Swedens Prosecution Authority is bringing charges against none other than Swedens Prosecution Authority homegrown eco hoaxer , Greta Thunberg , for disobeying law enforcement during a climate protest in June . While the prosecution authoritys statement did not specifically name Thunberg , a spokesperson for the Swedish Prosecution Authority , Annika Collin , confirmed to CNN that the individual referred to in the charges is indeed Greta Thunberg . Recently , Greta Thunberg was back in the news after Greta Thunberg prediction that the world would end in 2023 was a conspiracy . On June 21 , 2018 , Greta Thunberg made a bold claim on Twitter , stating that humanity had a narrow five year window to stop the use of fossil fuels or face inevitable extinction ."
EN_CC_200104.txt,Esme Stallard,Antagonist,['Deceiver'],protagonist,Exploited,"In an appeal to authority , without identifying any specific sources , Esme Stallard , climate and science reporter , with the assistance of all purpose hack Sean Seddon , tell us that meteorologists say the wet and cool weather is due to the position of the jet stream , a core of strong winds sitting about five to seven miles above the Earths surface , and which dictate much of the UKs weather ."
EN_CC_200154.txt,Biden,Antagonist,['Deceiver'],antagonist,Exploited,"President Joe Bidens economic policies are top down big government crony capitalism predicated on the false notion that President Joe Bidens inherited an economic catastrophe , Breitbart Economics Editor John Carney said in a Friday interview with Fox Business host Larry Kudlow . Biden again touted President Joe Bidens Bidenomics economic policies in a speech in South Carolina Thursday , arguing that his administration is building an economy from the middle out and the bottom up , not trickling down . Carney , however , argued that Bidenomics is actually built on a lie . First of all , Bidenomics built on a lie because the very beginning of Bidenomics is [ Bidens claim ] I inherited an economic catastrophe , which we know isnt true . President Joe Bidens did nt inherit an economic catastrophe . President Joe Bidens inherited an economy that was growing above six percent . President Joe Bidens inherited an economic boom . we got inflation because we lied that we were in an economic catastrophe , so we overspent , President Joe Bidens continued . Bidenomics because Bidenomics just lies . Carney then zeroed in on Bidens middle out and bottom up claim . Nobody Ive talked to can explain what from the bottom up and the middle out means at all , President Joe Bidens said . Bidenomics a grift , Kudlow added . Bidenomics money to donors , campaign donors . Bidenomics money to big corporations who buy into their DEI and climate change stuff . Bidenomics money to Democratic interest groups city by city , state by state . Bidenomics totally top down . Bidenomics not working either , because the American people are rejecting Bidenomics all of the time . Whenever You see polls , the American people say they do nt trust Biden , Carney noted . An AP NORC poll released this week found that 69 percent of Americans believe Bidens economy is poor , and 64 percent disapprove of his management of the economy . President Joe Bidens made this same point in Fridays Breitbart Business Digest , explaining that the June jobs report and data showing a 4.4 percent year over year growth in average hourly wages are likely enough to lock in a rate hike at the end of the month Federal Open Market Committee meeting and tilt the balance in favor of another rate hike in September ."
EN_UA_025652.txt,West,Antagonist,"['Conspirator', 'Deceiver']",antagonist,Deceiver,"Foreign Minister Sergey Lavrov further said the West is balancing on the dangerous edge of a direct military confrontation between nuclear powers , indicating that Moscow is especially concerned that the three nuclear powers in the West are among Ukraines main supporters . The US led collective West is cynically complementing the deliberate destruction of balanced and equal agreements that do not suit Washington with the promotion of apparently dishonest schemes that would create advantages for the United States , Lavrov also said . Foreign Minister Sergey Lavrov argued that the Wests goal is to create a unilateral military advantage for themselves by setting new limits for nuclear arsenals while formalizing the aggregate Western superiority in the sphere of non nuclear capabilities , adding that the US and the US allies are enlarging their network of alliances directed against third countries to achieve military superiority . Lavrov went on to say that Russias move to revoke the ratification of the Comprehensive Nuclear Test Ban Treaty last year was a logical response to the destructive moves by the US and other Western countries . The Russian foreign minister also accused the Western countries of tailoring the Organization for the Prohibition of Chemical Weapons to Chemical Weapons interests ."
EN_CC_200279.txt,Bill Gates,Antagonist,['Tyrant'],antagonist,Conspirator,"Instead , the powers that be want these farms to be replaced by bug factories like the kinds billionaire eugenicist Bill Gates is starting to build across the tens of millions of United States farm acreage billionaire eugenicist Bill Gates has been gobbling up in recent years . People in charge of some of the most powerful organizations on the planet have determined that agriculture , specifically animal agriculture , is to blame for global warming , and global warming is to blame for the high prices of food and food shortages , Balmakov says about who billionaire eugenicist Bill Gates believes is behind the green agenda ."
EN_UA_013617.txt,John Bolton,Antagonist,['Tyrant'],antagonist,Foreign Adversary,"Indeed , in 2016 National Security Advisor John Bolton leveled harsh threats against ICC judges if they dared take legal action against any Americans accused of torture and murder , and many have noticed the strange lack of ICC even handedness over the years ."
EN_CC_100136.txt,Global Warming Policy Foundation,Antagonist,['Deceiver'],protagonist,Conspirator,The climate science denying group the Global Warming Policy Foundation has admitted that The climate science denying group the Global Warming Policy Foundation shared an erroneous temperature dataset to support Lord Lawsons false claims to the BBC last week that global temperatures arent rising .
EN_UA_300108.txt,Marianna Budanova,Innocent,['Victim'],protagonist,Exploited,"As the Russia Ukraine conflict enters the Russia Ukraine conflict grim second year , a new and ominous chapter has unfolded with the poisoning of Marianna Budanova , the wife of Ukraines spy chief , Kyrylo Budanov . Marianna Budanova has become the first known target of this insidious method . Reports indicate that the Ukrainian intelligence unit G U R , responsible for the countrys security , has confirmed Marianna Budanova , the wife of Ukraines spy chief , Kyrylo Budanov poisoning along with several other officials , all now hospitalised . The aftermath of Marianna Budanovas poisoning raises serious questions about a potential breach in Ukraines intelligence unit . The poisoning of Marianna Budanova adds a sinister dimension to the Russia Ukraine conflict ."
EN_UA_029053.txt,Volodymyr Zelenskyy,Protagonist,['Underdog'],protagonist,Instigator,Sir Richard Kemp recalls how President Volodymyr Zelenskyy had previously asked Western partners to allow the use of long range weapons to protect both Ukrainian soldiers and Ukraine in general .
EN_CC_300040.txt,Exxon,Antagonist,['Deceiver'],protagonist,Rebel,"The big polluters referred to in the post include Exxon , Chevron , BP , Shell , and ConocoPhillips , Reuters reported ."
EN_CC_200101.txt,Ted Eng,Protagonist,['Rebel'],protagonist,Rebel,"— Rebel News ( ) April 4 , 2024 One of the farmers demonstrating in Uxbridge was Ted Eng , 71 . Canadians should be grateful that there are farmers like Ted Eng. . farmers like Ted Eng. efforts produce the food that ends up in supermarkets . Check out our interview with Ted Eng , who has much to say about the sorry state of farming these days … not that the Trudeau Liberals give a rodents rectum ."
