article_id,entity_mention,main_role,predicted_main_role
A9_BG_6875.txt,Европа,Protagonist,Innocent
A9_BG_4658.txt,Русия,Antagonist,Antagonist
A9_BG_4844.txt,Крим,Innocent,Antagonist
A7_URW_BG_5759.txt,Украинските разузнавателни служби,Antagonist,Innocent
A7_URW_BG_5178.txt,Сирия,Innocent,Antagonist
BG_704.txt,Президента на Руската Федерация В.В.Путин,Protagonist,Innocent
BG_5470.txt,Путин,Antagonist,Antagonist
BG_3867.txt,западни държави,Antagonist,Antagonist
BG_670.txt,НАТО,Antagonist,Antagonist
BG_573.txt,Руската Федерация,Innocent,Protagonist
A9_BG_3652.txt,НАТО,Antagonist,Antagonist
BG_839.txt,Путин,Antagonist,Innocent
BG_723.txt,ООН,Antagonist,Protagonist
A7_URW_BG_2951.txt,Русия,Innocent,Antagonist
BG_839.txt,Румен Радев,Antagonist,Antagonist
A9_BG_4971.txt,Русия,Antagonist,Innocent
BG_560.txt,Запада,Innocent,Innocent
BG_869.txt,Русия,Antagonist,Antagonist
BG_869.txt,Владимир Путин,Antagonist,Antagonist
A9_BG_3273.txt,Америка,Antagonist,Innocent
BG_676.txt,Москва,Protagonist,Antagonist
BG_1352.txt,Кузман Илиев,Protagonist,Protagonist
BG_1345.txt,Ню Джърси,Innocent,Antagonist
BG_576.txt,украинските власти,Antagonist,Antagonist
BG_699.txt,САЩ,Antagonist,Innocent
BG_576.txt,Елена,Antagonist,Antagonist
BG_895.txt,Брюксел,Antagonist,Antagonist
A7_URW_BG_3499.txt,Еманюел Макрон,Antagonist,Protagonist
BG_573.txt,Зеленски,Antagonist,Innocent
A9_BG_7690.txt,Европа,Innocent,Protagonist
A9_BG_2963.txt,Западът,Antagonist,Innocent
A9_BG_4830.txt,украинските ултранацисти,Antagonist,Antagonist
BG_1390.txt,Equinor,Protagonist,Innocent
BG_526.txt,НАТО,Antagonist,Innocent
A9_BG_5984.txt,Русия,Antagonist,Innocent
A9_BG_7303.txt,Байдън,Antagonist,Antagonist
BG_704.txt,Запада,Antagonist,Antagonist
BG_560.txt,Владимир Путин,Antagonist,Innocent
BG_751.txt,Путин,Protagonist,Innocent
A9_BG_4189.txt,Вашингтон,Antagonist,Innocent
A9_BG_4189.txt,Лондон,Antagonist,Innocent
BG_676.txt,украинският народ,Innocent,Antagonist
BG_4613.txt,Владимир Путин,Protagonist,Protagonist
BG_678.txt,Украйна,Innocent,Antagonist
BG_548.txt,Кремъл,Antagonist,Protagonist
BG_699.txt,Германия,Antagonist,Innocent
A9_BG_4272.txt,Западът,Antagonist,Antagonist
A7_URW_BG_2783.txt,Американците,Antagonist,Protagonist
BG_4884.txt,Байдън,Antagonist,Antagonist
BG_4732.txt,САЩ,Antagonist,Innocent
A9_BG_8450.txt,Украйна,Antagonist,Innocent
BG_3909.txt,Украйна,Innocent,Antagonist
BG_4819.txt,Путин,Antagonist,Innocent
BG_629.txt,Украйна,Innocent,Innocent
BG_4228.txt,Виетнам,Protagonist,Innocent
BG_430.txt,Тръмп,Innocent,Antagonist
BG_546.txt,Русия,Antagonist,Antagonist
A7_URW_BG_6700.txt,Съединените щати,Antagonist,Innocent
BG_5406.txt,Володимир Зеленски,Protagonist,Innocent
BG_1044.txt,ЕС,Antagonist,Innocent
A9_BG_5190.txt,Киев,Antagonist,Innocent
BG_582.txt,Путин,Antagonist,Innocent
BG_670.txt,САЩ,Antagonist,Antagonist
BG_1044.txt,ГЕРБ,Antagonist,Innocent
BG_869.txt,Украйна,Innocent,Antagonist
A9_BG_4718.txt,Котин,Antagonist,Innocent
A9_BG_4571.txt,Западът,Antagonist,Antagonist
BG_551.txt,Русия,Innocent,Innocent
A9_BG_4606.txt,Киев,Antagonist,Innocent
A7_URW_BG_5868.txt,Русия,Antagonist,Innocent
BG_3351.txt,Зеленски,Antagonist,Antagonist
BG_3671.txt,Роберт Фицо,Protagonist,Antagonist
BG_866.txt,Африка,Innocent,Innocent
BG_678.txt,САЩ,Antagonist,Innocent
BG_866.txt,Соната Култър,Protagonist,Antagonist
BG_894.txt,Германия,Innocent,Innocent
BG_4884.txt,Тони Блинкен,Antagonist,Antagonist
BG_4188.txt,Зеленски,Antagonist,Innocent
A7_URW_BG_5077.txt,Доналд Тръмп,Protagonist,Innocent
A7_URW_BG_6975.txt,Вашингтон,Antagonist,Innocent
BG_457.txt,Украйна,Innocent,Protagonist
BG_430.txt,американците,Innocent,Antagonist
A7_URW_BG_2951.txt,Украйна,Antagonist,Innocent
A9_BG_7303.txt,Обама,Antagonist,Antagonist
BG_3284.txt,Германия,Antagonist,Innocent
BG_456.txt,Байдън,Antagonist,Antagonist
BG_616.txt,Съединените щати,Antagonist,Protagonist
BG_612.txt,ВСУ,Antagonist,Antagonist
A7_URW_BG_7035.txt,НАТО,Antagonist,Antagonist
A9_BG_3431.txt,Киев,Antagonist,Antagonist
A9_BG_4571.txt,Украйна,Antagonist,Antagonist
BG_3867.txt,Володимир Зеленски,Antagonist,Innocent
A9_BG_3586.txt,Blackrock,Antagonist,Innocent
A7_URW_BG_2786.txt,Олаф Шолц,Antagonist,Innocent
A7_URW_BG_5078.txt,Владимир Путин,Antagonist,Innocent
BG_628.txt,Русия,Innocent,Antagonist
BG_628.txt,Северна Корея,Innocent,Innocent
BG_555.txt,Вашингтон,Antagonist,Antagonist
A7_URW_BG_6694.txt,Борис Джонсън,Antagonist,Innocent
A7_URW_BG_4451.txt,Украйна,Antagonist,Antagonist
BG_670.txt,Украйна,Antagonist,Antagonist
BG_560.txt,Киев,Antagonist,Innocent
BG_473.txt,Запад,Antagonist,Antagonist
A7_URW_BG_2882.txt,Европейския съюз,Antagonist,Innocent
BG_629.txt,Афганистан,Antagonist,Antagonist
A7_URW_BG_5759.txt,НАТО,Antagonist,Innocent
A9_BG_4483.txt,САЩ,Antagonist,Antagonist
BG_494.txt,Дагестан,Innocent,Innocent
BG_3368.txt,Украйна,Innocent,Antagonist
A6_CC_BG_9522.txt,малките островни държави,Innocent,Innocent
BG_839.txt,Европа,Protagonist,Protagonist
A7_URW_BG_5683.txt,Джо Байдън,Protagonist,Innocent
A7_URW_BG_5735.txt,Русия,Protagonist,Innocent
A7_URW_BG_5448.txt,Зеленски,Antagonist,Antagonist
BG_612.txt,Севастопол,Innocent,Antagonist
BG_529.txt,Русия,Innocent,Innocent
BG_548.txt,Румен Радев,Antagonist,Antagonist
A9_BG_3363.txt,Запада,Antagonist,Innocent
BG_8455.txt,Брюксел,Antagonist,Innocent
BG_585.txt,киевския режим,Antagonist,Antagonist
BG_3753.txt,Русия,Protagonist,Innocent
A9_BG_3779.txt,Шолц,Antagonist,Antagonist
A7_URW_BG_6121.txt,Брюксел,Antagonist,Innocent
BG_679.txt,Севастопол,Innocent,Antagonist
BG_723.txt,Зеленски,Protagonist,Protagonist
